District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Вохом,Бельковский,Ежово,ПАСКА,Пасха,"Это бывает перед самой ПАской, четвЕрг ВеликодЁнный, пЯтница ВеликодЁнная, а потом ПАска.",2011 февраль,< Политово,,,
Вохом,Тихоновский,Малое Сокерино,ПАСКА,Пасха,"Раньше все праздники справляли, нынче не справляем. Ведь не знают молодые ничего. Главный праздник ‒ Паска там, ТрОица, ЗАговиньё, ТИхонов ДЕнь. К каждому празднику ‒ то у тебя попить есть чего, то у меня, то у другого, все собиралися в кучку ‒ все пили в праздники хорошие. Гулять выйдут - раньше хорошо праздновали. Ныне-то всё одно - что ТрОицын ДЕнь, что ПАска. // Это после Крещения-то идёт недели три говИньё, ты буди должна есть такое грибы, да ягоды, голАнку пареную, молочное не ели, говИньё было. До ПАски-то всё говИньё идёт.",2011 авг.,,,,
Вохом,Сосновский,Сосновка,ПАСКА,праздник Пасха,"А у нас кОзлы ‒ это качели, на ПАску-то такие сделают.",2012 лето,,,,
Вохом,Сосновский,Андрианово,ПАСКА,Пасха,"В Паску глядишь и говорят сОлнышко игрАет, а я гляжу, ничего оно не игрАет.",2012 лето,,,,
Буй,Воскресенский,Воскресенье,ОТДАНЬЕ ПАСКИ,праздник отдания Пасхи,"ОтданьЁ ПАски дома отмечали, стол накрывали <...> Это через несколько дней после Паски.",2018 лето,,,,
Вохом,Петрецовский,Никола,ПАСКА ХРИСТОВА,праздник Пасха,"ПАску ХристОву пили да Рождество, да усЯдком, как следует, усЯдком ‒ а сидя значит, не востоЕчки.",2011 февраль,,,,
Вохом,Петрецовский,Кашино,ПАСКА ХРИСТОВА,Пасха,Перед ПАской ХристОвой благовЕстят цЕркви ХристОв день.,2012 лето,,,,
Кологр,Илешевский,Варзенга,ПАСКА,Пасха,Плавать на ПАску нельзя ‒ примета плохая.,2024 лето,,,,
Кологр,Уромский,Тодино,ПАСКА,Пасха,Накануне ПАски кулечи освящают.,2024 лето,,,,
Кологр,Илешевский,Щербетниково,ПАСКА,Пасха,"Перед ПАской был Великодённый Четверг, тогда пережигали соль",2024 лето,,,,
Чухл,Петровский,Асташово,ПАСКА,1) Пасха; 2) пасха (обрядовая выпечка на Пасху),"ТрОица не в чИслах, и ПАска тоже. // На ПАску яйца красили, пекли пАску ‒ раньше из муки делали, сейчас из творога.",2024 лето,,,,
Меж,Георгиевский,Козлиха,ПАСКА,Пасха,"Меня маменька родИла Накануне Паски. Поглядела, плюнула ‒ И обратно сунула.",2024 лето,,,,
Кологр,Черменинский,Таширово,ПАСКА,Пасха,На ПАску яйца красят обычно.,2024 лето,,,,
Кологр,Уромский,Ивтино,ПАСКА,Пасха,Перед ПАской неделю уборкой занимаются.,2024 лето,,,,
Кологр,Черменинский,Октябрьский,ПАСКА,Пасха,Перед ПАской в Великодённый Четверг пережигали соль,2024 лето,,,,
Кологр,Суховерховский,Починок,ПАСКА,Пасха,Нельзя на Здвиженье в лес ходить. И в неделю перед Паской нельзя.,2024 лето,,,,
Чухл,Петровский,Фалилеево,ПАСКА,Пасха,"На ПАску яйца катАли, деревянная основа и желобок, и катишь туда яйцо, играли так по-моему.",2024 лето,,,,
Ост,Заборский,Александровское,ПАСКА,Пасха,"В праздники вообще ничего нельзя делать: ни в ПАску, ни в Рождество.",2024 лето,,,,
Кологр,Черменинский,Астафьево,ПАСКА,Пасха,"В Великодённый четверг надо было навести порядок, чтоб дом был чистый перед ПАской.",2024 лето,,,,
Чухл,Петровский,Филино,ПАСКА,Пасха,Каждый год на ПАску яйца красят.,2024 лето,,,,
Кологр,Уромский,Верхняя Унжа,ПАСКА,Пасха,Не только к ПАске готовились.,2024 лето,,,,
Кологр,Чежемский,Большая Чежма,ПАСКА МЕРТВЫХ,9 день после Пасхи,"Радуница ‒ Паска мёртвых. Шли на кладбишше, посыплют могилки пшеном, яичко раскрошат.",2024 лето,,,,
Буй,Шушкодомский,Шушкодом,ПАХОМ ТЕПЛЫЙ,24 мая,"ПахОма ТЁплого день есть и СИдора СИвера было, в мае. На ПахОма ТЁплого, 24 мая, можно огурцы сажать.",2018 лето,,,,
Нерех,Тетеринский,Макарово,ПАХОМИЕВ ДЕНЬ,28 мая,"Пахомий был святой, он гору наносил в кармане. В Пахомиев день залезали на Пахомиеву Гору. Это в Нерехте. Три раза надо залезти и слезти, за землю не дотрагиваться ‒ и ноги не будут болеть. Травы по этой горе собирают. Одна трава от пожара, другие от хворей.",2019 лето,,,,
Нерех,Федоровский,Троица,ПАХОМИЙ,"День преподобного Пахомия Нерехтского, 28 мая в с. Троица Федоровского с/с","Пахомий всё время отмечают в Троице. Все с горы ходят, несколько раз спустятся ‒ опять, и сейчас заведено, по траве ходят.",2019 лето,,,,
Нерех,Тетеринский,Макарово,ПАХОМИЙ,28 мая,"Когда Пахомий, травку собирали, настаивали, от ног пили. На горке травку собирали в Нерехте, где кладбишшо. Святой Пахомий был, церква в Нерехте есть, там его короняли.",2019 лето,,,,
Нерех,Лавровский,Иголкино,ПАХОМИЙ,праздник в июле,,2019 лето,,,,
Нерех,Федоровский,Троица,ПАХОМИЙ,праздник 28 мая в с. Троица Федоровского с/с,"Двадцать восьмого мая Пахомий у Троицы, там церковь, там ещё гора такая ‒ в этот праздник ходят босиком, снимаешь туфельки и ползаешь по ёй.",2019 лето,,,,
Нерех,Емсненский,Власово,ПАХОМИЙ,"День преподобного Пахомия Нерехтского, 28 мая","28 мая, на него особирают цыганские серьги, стрелочка такая красная, потом ещё какая-то травка с голубым цветочком, голубые, мелкие-мелкие, ставят к иконе. Ходят три раза босиком под гору, и вверх, чтобы ноги не болели. Под горой ручеёк, считают, что святой, в нём и ноги моют, от болезней.",2019 лето,,,,
Нерех,Григорцевский,Григорцево,ПАХОМИЙ,"праздник, отмечаемый 28 мая","ПахОмий ‒ это праздник, он двадцать восьмого мая бываёт. Вот у нас за Нерехтой есть цЕрква, там монашки, чу, живут. И там река текёт, и там колодец есть, и он, чу, святой. Там есть така гора. И вот в ПахОмия мы ездим туда. Там трава есть така ‒ маршЕтка. Она от пожару. И вот туда вот ходим, берём бидончики. Батюшка в этом колодце святит воду. До тех пор черпаем – уже глина. МаршЕтки наберём, домой приходим, втыкаем в дверь, в окошки. И воды набирали.",2019 лето,,,,
Нерех,Григорцевский,Григорцево,ПАХОМИЙ,"день прп. Пахомия Нерехтского, 28 мая","ПахОмий бывает 28 мая. Там гора такая, она без приступок, надо розуться и по ней походить. И чтоб не скатиться, а слезти. Трава [там растет] маршЕтка, это от пожара. Она не принимает воду, когда дождик ‒ капЕлочки на ней. Надо сушить, в шшель в крыльцЕ или в бОженьку поставить.",2019 лето,,,,
Нерех,Федоровский,Отертиково,ДЕНЬ ПАХОМИЯ,Праздник в с. Троица Федоровского с/с 28 мая,"28 мая день Пахомия в Троице, крестный ход идут с Нерехты, воду берут святую, калеки, сирые полуползком все стекаются, Пахомий много помогает, ноги исцеляет. Трижды туда-сюда сумеешь подняться на горке [в монастыре с. Троица] ‒ получаешь исцеление.",2019 лето,,,,
Нерех,Емсненский,Емсна,ДЕНЬ ПАХОМИЯ,"28 мая, день прп. Пахомия Нерехтского","Когда придёшь на эту гору в День Пахомия, 28 мая, рвут растение от пожара.",2019 лето,,,,
Нерех,Федоровский,Холомеево,ПАХОМИЙ-БАТЮШКО,28 мая,"Пахомий-батюшко 28 мая. Был святой Пахомий. Он наносил гору мешочками. Гора эта в Нерехте, где Троица. Пахомьева Гора. В этот день надо зайти и сойти на Пахомьеву Гору 5 раз ‒ и не держаться за землю. Вот ноги болеть не будут.",2019 лето,,,,
Нерех,Федоровский,Богдань,ПАХОМОВ ДЕНЬ,28 мая,"В Нерехте есть Сыпная Горка, зовут ещё Святой Горкой. Яё насыпал святой Пахом, носил песок в рукавах. По нёй ходят босиком в Пахомов день, чтоб ноги не болели. Там еще колодчик есть со святой водой. На горе пять трав брали, к иконе клали. От пожара была т",2019 лето,,,,
С-Слав,Свозовский,Воркуновка,ПЕРВАЯ МАСЛЕНИЦА,"праздник, отмечаемый за неделю до ""настоящей"" Масленицы","На МАсленицу навАживали соломы, и все молодые гуляли и в ней кувырдАлись, играли / ПЕрвая МАсленица / ВторАя МАсленица / ПЕрвая МАсленица ‒ за неделю, тоже жгли всё время.",2019 лето,Ср. ВТОРаЯ МаСЛЕНИЦА.,,,
С-Слав,Свозовский,Воркуновка,ПЕРВОЕ ЗАГОВЕНЬЕ,"праздник, отмечаемый за неделю до ""настоящей"" Масленицы","ПЕрвое ЗАговенье ‒ это мясопустное называется, заговляются мясом",2019 лето,,,,
Вохом,Петрецовский,Кекур,ПЕРВОМАЙ,праздник 1 мая,ЯИчки катАли на угОре в ПервомАй.,2012 лето,,,,
Шар,Троицкий,Колесиха,ПЕРВЫЙ МАЙ,праздник 1 мая,"ПЕрвый Май, День КонститУции пятого декабря, ОктЯбрьская. Ходили со флагами. Каждая деревня славила колхоз. Пели песни, только не религиозные, а советские.",2012 лето,,,,
Вохом,Петрецовский,Кекур,ПЕРВЫЙ МАЙ,"праздник, отмечаемый 1 мая",ПЕрвый май вот вИдишь весной-то был.,2012 лето,,,,
Пав,Петропавловский,Доровица,ПЕРВЫЙ СИДОР-ОГУРЕЧНИК,19 мая,ПЕрвый СИдор-огурЕчник ‒ садят семечками дома огурцы.,2009 авг.,,,,
Мак,Усть-Нейский,Власово,ПЕРВЫЙ СПАС,Медовый спас (14 августа),"ПЕрвый Спас, ВторОй Спас ‒ на один Спас мёд, на другой Спас яблоки",2022 лето,,,,
Кадый,Чернышевский,Починок,ПЕРВЫЙ СПАС,Медовый Спас (14 августа),Раньше на КусцУ ходили на рекУ и купали кОней.,2004 авг.,,,,
Парф,Аносовский,Марьино,ПЕРВЫЙ СПАС,праздник в д. Лабазино Аносовского с/с 14 августа,"В Лабазино ПЕрвый СпАс, ТрОица; в Мальгино ТрОица ГолОв. // ПЕрвый Спас 14 августа, МедОвый Спас, а потом ВторОй Спас, СпАсов день, ПреображЕнье. Разрешают яблоки есть.",2006 авг.,МЕДоВЫЙ СПаС,,,
Шар,Ивановский,Столбецкое,ПЕРВЫЙ СПАС,"престольный праздник, отмечаемый в д. Столбецкое Ивановского с/с (14 августа)","ПЕрвый Спас, МедовОй Спас отмечали.",2014 авг.,МЕДОВоЙ СПаС,,,
Шар,Ивановский,Столбецкое,ПЕРВЫЙ СПАС,14 августа,"ПЕрвый Спас ‒ четырнадцатого августа, ВторОй Спас ‒ девятнадцатого августа, ТрЕтий Спас ‒ двадцать девятого августа. // ПЕрвый Спас ‒ бери рукавиц запас.",2014 авг.,,,,
Шар,Шангский,Ширикалиха,ПЕРВЫЙ СПАС,"Праздник, 14 августа",Где-то тут вот будет ПЕрвый СпАс ‒ это будет медовый.,2013 лето,,,,
Шар,Марутинский,Ракитиха,ПЕРВЫЙ СПАС,14 августа,"ПервЫй Спас ‒ тогда и горох едят, и яблоки едят, и в церкви освящают.",2014 авг.,,,,
Пав,Крутогорский,Шайменский,ПЕРВЫЙ СПАС,14 августа,ПЕрвый Спас ‒ берИ рукавИцы в запАс. ВторОй Спас ‒ берИ шАпку в запАс. ТрЕтий Спас ‒ берИ шУбу в запАс. ХолодАть начинАет.,2009 авг.,,,,
Пав,Крутогорский,Шайменский,ПЕРВЫЙ СПАС,"праздник в с. Шайма, 14 августа",,2009 авг.,,,,
Вохом,Воробьевицкий,Воробьёвица,ПЕРВЫЙ СПАС,"праздник, отмечаемый в конце августа (когда?)","Лук убирают после ПЕрвого СпАса, он в конце августа. // ""ПЕрвый Спас, бери рукавицы на заказ,"" ‒ говорили, считали, что к холоду.",2011 авг.,,,,
Пав,Павинский,Павино,ПЕРВЫЙ СПАС,"церковный праздник, отмечаемый 14 августа","ПЕрвый Спас ‒ берИ рукавИцы в запАс, ВторОй Спас ‒ кУфту в запАс, ТрЕтий Спас ‒ сАни в запАс.",,"См. ВТОРоЙ СПаС, ТРеТИЙ СПаС.",,,
Мак,Красногорский,Домань,ПЕРВЫЙ СПАС,14 августа,"У ПЕрвого СпАса всего в запасе: и дождь, и ведро.",,МАККАВеЙ,,,
Ост,Заборский,Александровское,ПЕРВЫЙ СПАС,праздник в июле,"ПЕрвый СпАс, рукавички припас. Ну рукавички, значит, что скоро будет холодно.",2024 лето,,,,
Мак,Красногорский,Домань,ПЕРВЫЙ ФЕДУЛ,13 января,13 января – Первый Федул. 26 февраля – Второй Федул. Придет Федул – тепляк подул.,2022 лето,,,,
Парф,Матвеевский,Вохтома,ПЕРЕБРОЖЕНИЕ,праздник 19 августа в д. Агапитово Матвеевского с/с,,2006 авг.,,,,
Парф,Матвеевский,Вохтома,ПЕРЕБРОЖЕНИЕ ГОСПОДНЕ,праздник Преображения (19 августа),"Даже не разрешают в лес ходить, там черти водятся, черти пугают.",2006 авг.,,,,
Нерех,Владычневский,Спасс,ПЕРЕЛОМ ПОСТА,середина Великого поста,"В Перелом поста крестики пекли, запекали туда денежку. Кто денежку нашёл, тот счастливый. Вот мы все крестики и перекопаем.",2019 лето,,,,
К-С,Сидоровский,Светочева Гора,ПЕРЕЛОМ ПОСТА,празднование середины Великого поста,"На Перелом Поста крестики пекли, в Грачевник ‒ грачи.",2019 лето,,,,
Нерех,Федоровский,Богдань,ПЕРЕЛОМ ПОСТА,середина Великого Поста,"Перелом Поста был, ну-ко, завтра у нас Перелом Поста. Кресты пекли, запекали туда всякие предметы. Денежку достанешь ‒ к богатству, луковицу ‒ к слезам, а если шшепочку ‒ к смерти (будет тебе гроб). Выташшим шшепочку ‒ ревить будём. Пуговицу ешшо от рубах",2019 лето,,,,
К-С,Подольский,Подольское,ПЕРЕЛОМ ПОСТА,середина Великого Поста,"КрЕстики пекли на ПерелОм постА. Когда три с половиной недели пройдет, пекли крестЫ, и в эти крестЫ закладывали какую-нибудь монетку, кому попадётся ‒ счстье тебе будёт.",2019 лето,,,,
Нерех,Лавровский,Незнаново,ПЕРЕЛОМНЫЙ ПОСТ,середина Великого поста,"Переломный пост был, выпекали кресты из белой муки. Детки бегали: ""Отведайте креста, Переломный пост пришёл!""",2019 лето,,,,
Окт,Покровский,Сосновка,ПЕРЕОБРАЖЕНИЕ,19 августа,"ПереображЕние было, яблоки в церкву носили.",2011 авг.,,,,
Кадый,Столпинский,Столпино,ПЕРЕПЛАВНАЯ НЕДЕЛЯ,4-я неделя после Пасхи,"В ПереплАвную недЕлю БогорОдица ВОлгу на шшЕпочке переплылА, в еЁ честь назвАли.",2004 авг.,,,,
Пав,Петропавловский,Карпово,ПЕТР,"престольный праздник в д. Карпово Петропавловского с/с, отмечаемый 12 июля","БогорОдчина на Кортюге была, ПетрА на Карпове отмечали, он числовОй строго, у Вахрушат УсплЕньев День.",2009 авг.,,,,
Мак,Усть-Нейский,Манылово,ПЕТР И ПАВЕЛ,12 июля,"Петр и Павел час убавил, а Илья-Пророк два уволок.",2022 лето,,,,
Меж,Георгиевский,Первомайский,ПЕТР И ПАВЕЛ,христианский праздник; день апостолов Петра и Павла,"ПЁтр и ПАвел час убавил, а ИльЯ-ПрорОк два уволок.",2023 лето,,,,
Шар,Марутинский,Третьяково,ПЕТР И ПАВЕЛ,"престольный праздник, отмечаемый 14 июля","В июле начинали со ВладИмирской косить, а после ПетрА и ПАвла ‒ тут уж настоящий сенокос",2014 авг.,,,,
Ост,Адищевский,Адищево,ПЕТР И ПАВЕЛ,"праздник, отмечаемый 12 июля в с. Адищево",ПЁтр и ПАвел час убавил.,2023 лето,,,,
Нерех,Татарский,Татарское,ПЕТР И ПАВЕЛ,"праздник в д. Любимово Татарского с/с, отмечаемый 12 июля",В Любимове был Пётр и Павел.,2019 лето,ПЕТРоВ ДеНЬ,,,
Чухл,Петровский,Якша,ПЕТР И ПАВЕЛ,"праздник, отмечаемый 12 июля","ПЁтр и ПАвел час убавил, а Илья-прорОк два уволок.",2024 лето,Информант родом из б. д. Алешково.,,,
Кологр,Черменинский,Таширово,ПЕТР И ПАВЕЛ,"29 июня, день Петра и Павла","На ИльИн день говорили: ""ПЁтр и ПАвел час убавил, а Илья-пророк ‒ два уволок.",2024 лето,,,,
Кологр,Черменинский,Марьино,ПЕТР И ПАВЕЛ,"праздник, отмечаемый 12 июля в б. д. Марьино Черменинского с/с",Веники до ПетрА и ПАвла приготовить нужно было.,2024 лето,,,,
Ост,Заборский,Александровское,ПЕТР И ПАВЕЛ,христианский праздник; день апостолов Петра и Павла,"ПЁтр и ПАвел час убавил, а ИльЯ-ПрорОк два уволок. Поэтому-то день короче и становился.",2024 лето,,,,
Меж,Георгиевский,Козлиха,ПЕТР И ПАВЕЛ,12 июля,"Пётр и Павел час убавил, Илья-пророк два уволок. Как Илья-пророк пришёл, олень хвост обмочил.",2024 лето,,,,
Меж,Петровский,Дубровино,ПЕТР И ПАВЕЛ,12 июля,"""ПЁтр и ПАвел час убавил, ИльЯ-прорОк два уволок.""",2024 лето,,,,
Мак,Усть-Нейский,Малое Ивакино,ПЕТРА И ПАВЛА,летний праздник (29 июня) в д. Малое Ивакино Усть-Нейского с/с,"у нас летние праздники ‒ ПетрА и ПАвла, МедОвый Спас, Яблочный Спас, ТрОица, ПАсха.",2022 лето,,,,
Вохом,Лапшинский,Козловка,ПЕТРА И ПАВЛА,"праздник, отмечавшийся в б. д. Козловка Лапшинского с/с","Летом бывает ЗАговенье. На ПетрОв ПОст ‒ так на Козловке всегда гуляли. ПетрОв ПОст ‒ две недели, ЗАговенье еще не кончилось: 12 июля ПетрА и ПАвла праздник, перед днем ПетрА и ПАвла. Две недели от ЗАговенья до ПетрА и ПАвла",2012 лето,,,,
Шар,Ивановский,Берзиха,ПЕТРОВ,12 июля,"Время-то не к ПетровУ, а к ПокровУ <поговорка, напоминающая, что на дворе осень>",2022 лето,,,,
Шар,Конёвский,Кокуй,ПЕТРОВ,12 июля,ПетрОв не бывАет без дожжА.,2012 лето,,,,
Меж,Петушихский,Барановица,ПЕТРОВ ДЕНЬ,12 июля,"Веники с Иванова дня до Петрова только заготавливали, с 7 по 12 июля. Чистку только брали. Лечебный веник ивановский, потом не то.",2023 лето,,,,
Ост,Юрьевский,Качалки,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в б. д. Качалки Юрьевского с/с",,2023 лето,,,,
Окт,Власовский,Малая Стрелка,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 15-го июня","До ПетрОва дня паутЫ, до пятнадцатого июня, после ‒ стрОки остаЮтся, они и до, и после ПетрОва дня бывают.",2011 авг.,,,,
Окт,Луптюгский,Афонино,ПЕТРОВ ДЕНЬ,"день свв. Петра и Павла, 12 июля",,2011 авг.,,,,
Нерех,Тетеринский,Якушовка,ПЕТРОВ ДЕНЬ,церковный праздник 12 июля,С ПетрОва начинали косить.,2019 лето,,,,
Ост,Хомутовский,Борок,ПЕТРОВ ДЕНЬ,праздник. отмечаемый 12 июля в б.д. Сосновец Хомутовского с/с,,2022 лето,,,,
Окт,Власовский,Губиха,ПЕТРОВ ДЕНЬ,12 июля,"Косить начинали 12 июля ‒ это сенокосный день, ПетрОв день сенокосный.",2011 авг.,,,,
Нерех,Хомутовский,Рылово,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в д. Рылово Хомутовского с/с 29 июня",В Рылове ПетрОв дЕнь,2019 лето,< б. д. Горки,,,
Окт,Луптюгский,Кордон-Луптюг,ПЕТРОВ ДЕНЬ,12 июля,"До ПетрОва дня Овод прибавлЯется, после ПетрОва дня мЕньше станОвится.",2011 авг.,,,,
Ост,Игодовский,Займище,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в б. д. Макарово Игодовского с/с",,2022 лето,,,,
Пав,Петропавловский,Петропавловское,ПЕТРОВ ДЕНЬ,"праздник в с. Петропавловское Петропавловского с/с, 12 июля","А в ПетрОв день в ПетропАвловск ходИли, вот ПетрОвым днём и начинАлся сенокОс.",2009 авг.,,,,
Нерех,Татарский,Татьянино,ПЕТРОВ ДЕНЬ,Престольный праздник д. Ширино Татарского с/с 12 июля,,2019 лето,,,,
Мант,Мословский,Карьково,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в д. Карьково Мословского с/с 12 июля","В Карьково ПетрОв дЕнь был, ПетрЫ ‒ 12 июля.",2023 лето,ПЕТРы,,,
Окт,Покровский,Шумково,ПЕТРОВ ДЕНЬ,12 июля,В ПетрОв день начинАли косИть.,2011 февраль,,,,
Окт,Покровский,Даровая,ПЕТРОВ ДЕНЬ,день Св. Петра,"В ПетрОв день у нас открЫли в БоговАрове церкву-ту. ""Я их (детей) давАй свожу окрешшу всех троИх"" (говорю). У Анны вот у бАбушки-то стоИм на тропИночке у огрАды. ДЕвочка-то у менЯ КатерИна ‒ на! ПовалИлась, повалИлася ‒ ой, я срАзу вИжу: с ёй неладно.",2011 февраль,,,,
Шар,Троицкий,Притыкино,ПЕТРОВ ДЕНЬ,"12 июля, день апостолов Петра и Павла",Это ПетрОв день называют у нас ПАвлы и ПетрЫ.,2012 лето,ПаВЛЫ И ПЕТРы,,,
Пав,Петропавловский,Старое Коточижное,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в д. Старое Коточижное 12 июля",Перед ПетрОвым днем ходили сымали берёста.,2009 авг.,,,,
Шар,Троицкий,Притыкино,ПЕТРОВ ДЕНЬ,"день святых Петра и Павла, празднуемый 12 июля в д. Киево Троицкого с/с",В КИево прАздновали ПетрОв день двенадцатого июля.,2012 лето,,,,
С-Слав,Воронский,Завражье,ПЕТРОВ ДЕНЬ,престольный праздник д. Завражье,"У нас свой престольный праздник ‒ ПетрОв дЕнь, 12 июля считается",2019 лето,,,,
Пав,Павинский,Малый Завраг,ПЕТРОВ ДЕНЬ,праздник 12 июля,"ПетрОв день, сенокОс вот когдА (кончается).",2009 авг.,,,,
Шар,Одоевский,Мишино,ПЕТРОВ ДЕНЬ,"день святых Петра и Павла, празднуемый 12 июля",В МИшино в ПетрОв день начинАли косИть.,2012 лето,,,,
Пав,Петропавловский,Берёзовка,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в д. Кукшинга Петропавловского с/с",На КукшИнге на ПетрОв День все гулЯли рАньше.,2009 авг.,,,,
Шар,Ивановский,Берзиха,ПЕТРОВ ДЕНЬ,12 июля,,2014 авг.,,,,
Пав,Петропавловский,Вторая Грязучая,ПЕТРОВ ДЕНЬ,"день свв. Петра и Павла, отмечаемый в д. Вторая Грязучая 12 июля (н. ст.)","ПетрОв день справляли. БрАтчину делали, были на пивАх.",2009 авг.,,,,
С-Слав,Расловский,Климцево,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в б. д. Дичёво Расловского с/с",ПетрОвки были перед ПетрОвым днЁм.,2019 лето,,,,
Пав,Петропавловский,Вторая Грязучая,ПЕТРОВ ДЕНЬ,"день свв. Петра и Павла, отмечаемый 12 июля (н. ст.)","Обязательно в праздник, в ИльИн день, в ПетрОв день, дождь бывает. Отдохнуть людям надо.",2009 авг.,,,,
Шар,Заболотский,Балаболиха,ПЕТРОВ ДЕНЬ,"день св. Петра и Павла, 12 июля","Петров день 12 июля ‒ большой, годовОй праздник.",2014 авг.,,,,
Пав,Петропавловский,Карпово,ПЕТРОВ ДЕНЬ,день в честь свв. Петра и Павла в д. Карпово Петропавловского с/с,"ПетрОв День в КАрпово отмечали, 12 июля.",2009 авг.,,,,
Пав,Петропавловский,Большая Берёзовка,ПЕТРОВ ДЕНЬ,"престольный праздник в д. Карпово Петропавловского с/с, 12 июля",,2009 авг.,,,,
Шар,Конёвский,Медведица,ПЕТРОВ ДЕНЬ,"день славных и всехвальных первоверховных апостолов Петра и Павла, отмечавшийся в б. д. Варварино 12 июля",После ПетрОва дня на покос все поехали в ЗарекУ.,2012 лето,,,,
С-Слав,Расловский,Леонтьево,ПЕТРОВ ДЕНЬ,"праздник, который отмечается в д. Леонтьево Расловского с/с 12 июля","на ПетрОв дЕнь пироги пекли, колобки пекли, плюшки пекли, всё пекли на такие праздники.",2019 лето,,,,
Шар,Одоевский,Нежданово,ПЕТРОВ ДЕНЬ,12 июля,Слепни кончаются в ПетрОв день.,2012 лето,,,,
С-Гал,Верхне-Березовецкий,Мартыново,ПЕТРОВ ДЕНЬ,церковный праздник 12 июля в д. Мартыново Березовецкого с/с,,2003 июль,,,,
С-Гал,Первомайский,Лысцево,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля","В ИвАнов день в колхОзе покОс начинАли, в ПетрОв день своИ гувЕнники косЯт.",2003 июль,ПёТР-ПаВЕЛ,,,
Парф,Парфеньевский,Кукушкино,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в д. Кукушкино Парфеньевского с/с 12.08.",Пётр и Павел час убавил.,2006 авг.,,,,
Пав,Петропавловский,Карпово,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в д. Карпово Петропавловского с/с 12 июня","ПетрОв день отмечали 12 июня в КАрпово. Как вот раньше все плясали, в теливизоре как народно творчество.",2009 авг.,,,,
Пав,Павинский,Бурковщина,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 11‒12 июля в с. Петропавловское, с. Карпово и в д. Кукшиньга","Вот ПетрОв день у нас прАздновали, вот в ПетропАвловске. Очень хорОший прАздник. В пЕрвый день 11 числа собирАлись на КувшИнге, а 12 июля уже собирАлись на КАрпове.",2009 авг.,,,,
С-Гал,Куземинский,Бородавицино,ПЕТРОВ ДЕНЬ,"престольный праздник, отмечавшийся в б. д. Вяхирево 12 июля",,2003 июль,,,,
С-Слав,Воронский,Завражье,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в д. Завражье Воронского с/с",,2019 лето,,,,
С-Слав,Судиславский,Глебово,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в д. Раково и д. Жолобово Судиславского с/с",,2019 лето,,,,
Шар,Шангский,Осипово,ПЕТРОВ ДЕНЬ,"12 июля, престольный праздник д. Осипово Шангского с/с","НаряжЁнки были ‒ сарафаны старинные с кружевами нашиты, кофты такие. Тут был праздник, ПетрОв дЕнь, 12 июля. Это был деревенский праздник. Со всех деревень сюда съезжались. И в этот день у всех были гости. И вот потом эти гости все выходили на улицу и наряжались наряжЁнками: вот эти вот сарафаны старинные. Вот это и называлось: наряжЁнки. Не то, чтобы вот они в этом пришли, а надевали сарафаны, рубахи старинны расшитЫе тут вот, повязывались как-то интересно. И ПокрОв был еще наш праздник, 14 октября. В каждой деревне был свой праздник. А 12 июля был ПетрЫ и ПАвлы – ФролЫ и ЛАвры. Это был престольный праздник деревни Осипово. Это один и тот же праздник, ПетрЫ и ПАвлы, а к ним еще добавляются ФролЫ и ЛАвры. А так это ПетрОв день зовётся. Говорили всё: ПетрОв день без дождя не бывает. Так же, как 2 августа вот был ИльИн день, он тоже без дождя не бывает. Я с детства помню, что ПетрОв день – гроза будет.",2013 лето,"ПЕТРы И ПаВЛЫ, ФРОЛы И ЛаВРЫ",,,
Пав,Петропавловский,Кукшинга,ПЕТРОВ ДЕНЬ,"день свв. Петра и Павла, 12 июля","С ПетрОва дни не летают, дак эти насекомые, семики.",2009 авг.,,,,
Парф,Васиковский,Беликово,ПЕТРОВ ДЕНЬ,праздник в д. Беликово Васиковского с/с (12 июля День Первоверховных апостолов Петра и Павла),"На ВознесЕние, да на ПетрОв День к нам, в БеликОво, и приходИли гулЯть.",2006 авг.,,,,
Окт,Соловецкий,Соловецкое,ПЕТРОВ ДЕНЬ,12 июля,"ДАльше ПетрОв День двенадцатого июля, ИльИн День второго августа.",2011 авг.,,,,
Окт,Власовский,Веденьё,ПЕТРОВ ДЕНЬ,12 июля,Сенокос после ПетрОва дня начинался.,2011 авг.,< Соловецкий с/с,,,
